Date,Open,High,Low,Close,Adj Close,Volume
1992-03-24,7.447264,7.447264,7.447264,7.447264,1.472500,0
1992-03-25,7.447264,7.447264,7.447264,7.447264,1.472500,0
1992-03-26,7.447264,7.447264,7.447264,7.447264,1.472500,0
1992-03-27,7.447264,7.447264,7.447264,7.447264,1.472500,0
1992-03-30,7.447264,7.447264,7.447264,7.447264,1.472500,0
1992-03-31,null,null,null,null,null,null
1992-04-01,7.357176,7.357176,7.357176,7.357176,1.454687,0
1992-04-02,7.357176,7.357176,7.357176,7.357176,1.454687,0
1992-04-03,7.357176,7.357176,7.357176,7.357176,1.495378,0
1992-04-06,7.357176,7.357176,7.357176,7.357176,1.495378,0
1992-04-07,7.357176,7.357176,7.357176,7.357176,1.495378,0
1992-04-08,7.357176,7.357176,7.357176,7.357176,1.495378,0
1992-04-09,7.357176,7.357176,7.357176,7.357176,1.495378,0
1992-04-10,7.357176,7.357176,7.357176,7.357176,1.495378,0
1992-04-13,7.357176,7.357176,7.357176,7.357176,1.495378,0
1992-04-14,7.357176,7.357176,7.357176,7.357176,1.495378,0
1992-04-15,7.357176,7.357176,7.357176,7.357176,1.495378,0
1992-04-16,7.357176,7.357176,7.357176,7.357176,1.495378,0
1992-04-17,7.357176,7.357176,7.357176,7.357176,1.495378,0
1992-04-20,7.357176,7.357176,7.357176,7.357176,1.495378,0
1992-04-21,7.357176,7.357176,7.357176,7.357176,1.495378,0
1992-04-22,7.357176,7.357176,7.357176,7.357176,1.495378,0
1992-04-23,7.357176,7.357176,7.357176,7.357176,1.495378,0
1992-04-24,7.357176,7.357176,7.357176,7.357176,1.495378,0
1992-04-27,7.357176,7.357176,7.357176,7.357176,1.495378,0
1992-04-28,7.357176,7.357176,7.357176,7.357176,1.495378,0
1992-04-29,7.357176,7.357176,7.357176,7.357176,1.495378,0
1992-04-30,null,null,null,null,null,null
1992-05-01,7.567381,7.567381,7.567381,7.567381,1.538103,0
1992-05-04,7.567381,7.567381,7.567381,7.567381,1.538103,0
1992-05-05,7.567381,7.567381,7.567381,7.567381,1.538103,0
1992-05-06,7.567381,7.567381,7.567381,7.567381,1.538103,0
1992-05-07,7.567381,7.567381,7.567381,7.567381,1.538103,0
1992-05-08,7.567381,7.567381,7.567381,7.567381,1.538103,0
1992-05-11,7.567381,7.567381,7.567381,7.567381,1.538103,0
1992-05-12,7.567381,7.567381,7.567381,7.567381,1.538103,0
1992-05-13,7.567381,7.567381,7.567381,7.567381,1.538103,0
1992-05-14,7.567381,7.567381,7.567381,7.567381,1.538103,0
1992-05-15,7.567381,7.567381,7.567381,7.567381,1.538103,0
1992-05-18,7.567381,7.567381,7.567381,7.567381,1.538103,0
1992-05-19,7.567381,7.567381,7.567381,7.567381,1.538103,0
1992-05-20,7.567381,7.567381,7.567381,7.567381,1.538103,0
1992-05-21,7.567381,7.567381,7.567381,7.567381,1.538103,0
1992-05-22,7.567381,7.567381,7.567381,7.567381,1.538103,0
1992-05-25,7.567381,7.567381,7.567381,7.567381,1.538103,0
1992-05-26,7.567381,7.567381,7.567381,7.567381,1.538103,0
1992-05-27,7.567381,7.567381,7.567381,7.567381,1.538103,0
1992-05-28,7.567381,7.567381,7.567381,7.567381,1.538103,0
1992-05-29,null,null,null,null,null,null
1992-06-01,7.687498,7.687498,7.687498,7.687498,1.562518,0
1992-06-02,7.687498,7.687498,7.687498,7.687498,1.562518,0
1992-06-03,7.687498,7.687498,7.687498,7.687498,1.562518,0
1992-06-04,7.687498,7.687498,7.687498,7.687498,1.562518,0
1992-06-05,7.687498,7.687498,7.687498,7.687498,1.562518,0
1992-06-08,7.687498,7.687498,7.687498,7.687498,1.562518,0
1992-06-09,7.687498,7.687498,7.687498,7.687498,1.562518,0
1992-06-10,7.687498,7.687498,7.687498,7.687498,1.562518,0
1992-06-11,7.687498,7.687498,7.687498,7.687498,1.562518,0
1992-06-12,7.687498,7.687498,7.687498,7.687498,1.562518,0
1992-06-15,7.687498,7.687498,7.687498,7.687498,1.562518,0
1992-06-16,7.687498,7.687498,7.687498,7.687498,1.562518,0
1992-06-17,7.687498,7.687498,7.687498,7.687498,1.562518,0
1992-06-18,7.687498,7.687498,7.687498,7.687498,1.562518,0
1992-06-19,7.687498,7.687498,7.687498,7.687498,1.562518,0
1992-06-22,7.687498,7.687498,7.687498,7.687498,1.562518,0
1992-06-23,7.687498,7.687498,7.687498,7.687498,1.562518,0
1992-06-24,7.687498,7.687498,7.687498,7.687498,1.562518,0
1992-06-25,7.687498,7.687498,7.687498,7.687498,1.562518,0
1992-06-26,7.687498,7.687498,7.687498,7.687498,1.562518,0
1992-06-29,7.687498,7.687498,7.687498,7.687498,1.562518,0
1992-06-30,null,null,null,null,null,null
1992-07-01,7.166991,7.166991,7.166991,7.166991,1.456722,0
1992-07-02,7.166991,7.166991,7.166991,7.166991,1.456722,0
1992-07-03,7.166991,7.166991,7.166991,7.166991,1.456722,0
1992-07-06,7.166991,7.166991,7.166991,7.166991,1.456722,0
1992-07-07,7.166991,7.166991,7.166991,7.166991,1.456722,0
1992-07-08,7.166991,7.166991,7.166991,7.166991,1.456722,0
1992-07-09,7.166991,7.166991,7.166991,7.166991,1.456722,0
1992-07-10,7.166991,7.166991,7.166991,7.166991,1.456722,0
1992-07-13,7.166991,7.166991,7.166991,7.166991,1.456722,0
1992-07-14,7.166991,7.166991,7.166991,7.166991,1.456722,0
1992-07-15,7.166991,7.166991,7.166991,7.166991,1.456722,0
1992-07-16,7.166991,7.166991,7.166991,7.166991,1.456722,0
1992-07-17,7.166991,7.166991,7.166991,7.166991,1.456722,0
1992-07-20,7.166991,7.166991,7.166991,7.166991,1.456722,0
1992-07-21,7.166991,7.166991,7.166991,7.166991,1.456722,0
1992-07-22,7.166991,7.166991,7.166991,7.166991,1.456722,0
1992-07-23,7.166991,7.166991,7.166991,7.166991,1.456722,0
1992-07-24,7.166991,7.166991,7.166991,7.166991,1.456722,0
1992-07-27,7.166991,7.166991,7.166991,7.166991,1.456722,0
1992-07-28,7.166991,7.166991,7.166991,7.166991,1.456722,0
1992-07-29,7.166991,7.166991,7.166991,7.166991,1.456722,0
1992-07-30,7.166991,7.166991,7.166991,7.166991,1.456722,0
1992-07-31,null,null,null,null,null,null
1992-08-03,7.207030,7.207030,7.207030,7.207030,1.464860,0
1992-08-04,7.207030,7.207030,7.207030,7.207030,1.464860,0
1992-08-05,7.207030,7.207030,7.207030,7.207030,1.464860,0
1992-08-06,7.207030,7.207030,7.207030,7.207030,1.464860,0
1992-08-07,7.207030,7.207030,7.207030,7.207030,1.464860,0
1992-08-10,7.207030,7.207030,7.207030,7.207030,1.464860,0
1992-08-11,7.207030,7.207030,7.207030,7.207030,1.464860,0
1992-08-12,7.207030,7.207030,7.207030,7.207030,1.464860,0
1992-08-13,7.207030,7.207030,7.207030,7.207030,1.464860,0
1992-08-14,7.207030,7.207030,7.207030,7.207030,1.464860,0
1992-08-17,7.207030,7.207030,7.207030,7.207030,1.464860,0
1992-08-18,7.207030,7.207030,7.207030,7.207030,1.464860,0
1992-08-19,7.207030,7.207030,7.207030,7.207030,1.464860,0
1992-08-20,7.207030,7.207030,7.207030,7.207030,1.464860,0
1992-08-21,7.207030,7.207030,7.207030,7.207030,1.464860,0
1992-08-24,7.207030,7.207030,7.207030,7.207030,1.464860,0
1992-08-25,7.207030,7.207030,7.207030,7.207030,1.464860,0
1992-08-26,7.207030,7.207030,7.207030,7.207030,1.464860,0
1992-08-27,7.207030,7.207030,7.207030,7.207030,1.464860,0
1992-08-28,7.207030,7.207030,7.207030,7.207030,1.464860,0
1992-08-31,null,null,null,null,null,null
1992-09-01,6.866698,6.866698,6.866698,6.866698,1.395686,0
1992-09-02,6.866698,6.866698,6.866698,6.866698,1.395686,0
1992-09-03,6.866698,6.866698,6.866698,6.866698,1.395686,0
1992-09-04,6.866698,6.866698,6.866698,6.866698,1.395686,0
1992-09-07,6.866698,6.866698,6.866698,6.866698,1.395686,0
1992-09-08,6.866698,6.866698,6.866698,6.866698,1.395686,0
1992-09-09,6.866698,6.866698,6.866698,6.866698,1.395686,0
1992-09-10,6.866698,6.866698,6.866698,6.866698,1.395686,0
1992-09-11,6.866698,6.866698,6.866698,6.866698,1.395686,0
1992-09-14,6.866698,6.866698,6.866698,6.866698,1.395686,0
1992-09-15,6.866698,6.866698,6.866698,6.866698,1.395686,0
1992-09-16,6.866698,6.866698,6.866698,6.866698,1.395686,0
1992-09-17,6.866698,6.866698,6.866698,6.866698,1.395686,0
1992-09-18,6.866698,6.866698,6.866698,6.866698,1.395686,0
1992-09-21,6.866698,6.866698,6.866698,6.866698,1.395686,0
1992-09-22,6.866698,6.866698,6.866698,6.866698,1.395686,0
1992-09-23,6.866698,6.866698,6.866698,6.866698,1.395686,0
1992-09-24,6.866698,6.866698,6.866698,6.866698,1.395686,0
1992-09-25,6.866698,6.866698,6.866698,6.866698,1.395686,0
1992-09-28,6.866698,6.866698,6.866698,6.866698,1.395686,0
1992-09-29,6.866698,6.866698,6.866698,6.866698,1.395686,0
1992-09-30,null,null,null,null,null,null
1992-10-01,6.156004,6.156004,6.156004,6.156004,1.251235,0
1992-10-02,6.156004,6.156004,6.156004,6.156004,1.251235,0
1992-10-05,6.156004,6.156004,6.156004,6.156004,1.251235,0
1992-10-06,6.156004,6.156004,6.156004,6.156004,1.251235,0
1992-10-07,6.156004,6.156004,6.156004,6.156004,1.251235,0
1992-10-08,6.156004,6.156004,6.156004,6.156004,1.251235,0
1992-10-09,6.156004,6.156004,6.156004,6.156004,1.251235,0
1992-10-12,6.156004,6.156004,6.156004,6.156004,1.251235,0
1992-10-13,6.156004,6.156004,6.156004,6.156004,1.251235,0
1992-10-14,6.156004,6.156004,6.156004,6.156004,1.251235,0
1992-10-15,6.156004,6.156004,6.156004,6.156004,1.251235,0
1992-10-16,6.156004,6.156004,6.156004,6.156004,1.251235,0
1992-10-19,6.156004,6.156004,6.156004,6.156004,1.251235,0
1992-10-20,6.156004,6.156004,6.156004,6.156004,1.251235,0
1992-10-21,6.156004,6.156004,6.156004,6.156004,1.251235,0
1992-10-22,6.156004,6.156004,6.156004,6.156004,1.251235,0
1992-10-23,6.156004,6.156004,6.156004,6.156004,1.251235,0
1992-10-26,6.156004,6.156004,6.156004,6.156004,1.251235,0
1992-10-27,6.156004,6.156004,6.156004,6.156004,1.251235,0
1992-10-28,6.156004,6.156004,6.156004,6.156004,1.251235,0
1992-10-29,6.156004,6.156004,6.156004,6.156004,1.251235,0
1992-10-30,null,null,null,null,null,null
1992-11-02,5.865721,5.865721,5.865721,5.865721,1.192233,0
1992-11-03,5.865721,5.865721,5.865721,5.865721,1.192233,0
1992-11-04,5.865721,5.865721,5.865721,5.865721,1.192233,0
1992-11-05,5.865721,5.865721,5.865721,5.865721,1.192233,0
1992-11-06,5.865721,5.865721,5.865721,5.865721,1.192233,0
1992-11-09,5.865721,5.865721,5.865721,5.865721,1.192233,0
1992-11-10,5.865721,5.865721,5.865721,5.865721,1.192233,0
1992-11-11,5.865721,5.865721,5.865721,5.865721,1.192233,0
1992-11-12,5.865721,5.865721,5.865721,5.865721,1.192233,0
1992-11-13,5.865721,5.865721,5.865721,5.865721,1.192233,0
1992-11-16,5.865721,5.865721,5.865721,5.865721,1.192233,0
1992-11-17,5.865721,5.865721,5.865721,5.865721,1.192233,0
1992-11-18,5.865721,5.865721,5.865721,5.865721,1.192233,0
1992-11-19,5.865721,5.865721,5.865721,5.865721,1.192233,0
1992-11-20,5.865721,5.865721,5.865721,5.865721,1.192233,0
1992-11-23,5.865721,5.865721,5.865721,5.865721,1.192233,0
1992-11-24,5.865721,5.865721,5.865721,5.865721,1.192233,0
1992-11-25,5.865721,5.865721,5.865721,5.865721,1.192233,0
1992-11-26,5.865721,5.865721,5.865721,5.865721,1.192233,0
1992-11-27,5.865721,5.865721,5.865721,5.865721,1.192233,0
1992-11-30,null,null,null,null,null,null
1992-12-01,6.065917,6.065917,6.065917,6.065917,1.232924,0
1992-12-02,6.065917,6.065917,6.065917,6.065917,1.232924,0
1992-12-03,6.065917,6.065917,6.065917,6.065917,1.232924,0
1992-12-04,6.065917,6.065917,6.065917,6.065917,1.232924,0
1992-12-07,6.065917,6.065917,6.065917,6.065917,1.232924,0
1992-12-08,6.065917,6.065917,6.065917,6.065917,1.232924,0
1992-12-09,6.065917,6.065917,6.065917,6.065917,1.232924,0
1992-12-10,6.065917,6.065917,6.065917,6.065917,1.232924,0
1992-12-11,6.065917,6.065917,6.065917,6.065917,1.232924,0
1992-12-14,6.065917,6.065917,6.065917,6.065917,1.232924,0
1992-12-15,6.065917,6.065917,6.065917,6.065917,1.232924,0
1992-12-16,6.065917,6.065917,6.065917,6.065917,1.232924,0
1992-12-17,6.065917,6.065917,6.065917,6.065917,1.232924,0
1992-12-18,6.065917,6.065917,6.065917,6.065917,1.232924,0
1992-12-21,6.065917,6.065917,6.065917,6.065917,1.232924,0
1992-12-22,6.065917,6.065917,6.065917,6.065917,1.232924,0
1992-12-23,6.065917,6.065917,6.065917,6.065917,1.232924,0
1992-12-24,6.065917,6.065917,6.065917,6.065917,1.232924,0
1992-12-25,6.065917,6.065917,6.065917,6.065917,1.232924,0
1992-12-28,6.065917,6.065917,6.065917,6.065917,1.232924,0
1992-12-29,6.065917,6.065917,6.065917,6.065917,1.232924,0
1992-12-30,6.065917,6.065917,6.065917,6.065917,1.232924,0
1992-12-31,null,null,null,null,null,null
1993-01-01,6.065917,6.065917,6.065917,6.065917,1.232924,0
1993-01-04,6.065917,6.065917,6.065917,6.065917,1.232924,0
1993-01-05,6.065917,6.065917,6.065917,6.065917,1.232924,0
1993-01-06,6.065917,6.065917,6.065917,6.065917,1.232924,0
1993-01-07,6.065917,6.065917,6.065917,6.065917,1.232924,0
1993-01-08,6.065917,6.065917,6.065917,6.065917,1.232924,0
1993-01-11,6.065917,6.065917,6.065917,6.065917,1.232924,0
1993-01-12,6.065917,6.065917,6.065917,6.065917,1.232924,0
1993-01-13,6.065917,6.065917,6.065917,6.065917,1.232924,0
1993-01-14,6.065917,6.065917,6.065917,6.065917,1.232924,0
1993-01-15,6.065917,6.065917,6.065917,6.065917,1.232924,0
1993-01-18,6.065917,6.065917,6.065917,6.065917,1.232924,0
1993-01-19,6.065917,6.065917,6.065917,6.065917,1.232924,0
1993-01-20,6.065917,6.065917,6.065917,6.065917,1.232924,0
1993-01-21,6.065917,6.065917,6.065917,6.065917,1.232924,0
1993-01-22,6.065917,6.065917,6.065917,6.065917,1.232924,0
1993-01-25,6.065917,6.065917,6.065917,6.065917,1.232924,0
1993-01-26,6.065917,6.065917,6.065917,6.065917,1.232924,0
1993-01-27,6.065917,6.065917,6.065917,6.065917,1.232924,0
1993-01-28,6.065917,6.065917,6.065917,6.065917,1.232924,0
1993-01-29,null,null,null,null,null,null
1993-02-01,6.005858,6.005858,6.005858,6.005858,1.220717,0
1993-02-02,6.005858,6.005858,6.005858,6.005858,1.220717,0
1993-02-03,6.005858,6.005858,6.005858,6.005858,1.220717,0
1993-02-04,6.005858,6.005858,6.005858,6.005858,1.220717,0
1993-02-05,6.005858,6.005858,6.005858,6.005858,1.220717,0
1993-02-08,6.005858,6.005858,6.005858,6.005858,1.220717,0
1993-02-09,6.005858,6.005858,6.005858,6.005858,1.220717,0
1993-02-10,6.005858,6.005858,6.005858,6.005858,1.220717,0
1993-02-11,6.005858,6.005858,6.005858,6.005858,1.220717,0
1993-02-12,6.005858,6.005858,6.005858,6.005858,1.220717,0
1993-02-15,6.005858,6.005858,6.005858,6.005858,1.220717,0
1993-02-16,6.005858,6.005858,6.005858,6.005858,1.220717,0
1993-02-17,6.005858,6.005858,6.005858,6.005858,1.220717,0
1993-02-18,6.005858,6.005858,6.005858,6.005858,1.220717,0
1993-02-19,6.005858,6.005858,6.005858,6.005858,1.220717,0
1993-02-22,6.005858,6.005858,6.005858,6.005858,1.220717,0
1993-02-23,6.005858,6.005858,6.005858,6.005858,1.220717,0
1993-02-24,6.005858,6.005858,6.005858,6.005858,1.220717,0
1993-02-25,6.005858,6.005858,6.005858,6.005858,1.220717,0
1993-02-26,null,null,null,null,null,null
1993-03-01,6.736571,6.736571,6.736571,6.736571,1.369237,0
1993-03-02,6.736571,6.736571,6.736571,6.736571,1.369237,0
1993-03-03,6.736571,6.736571,6.736571,6.736571,1.369237,0
1993-03-04,6.736571,6.736571,6.736571,6.736571,1.369237,0
1993-03-05,6.736571,6.736571,6.736571,6.736571,1.369237,0
1993-03-08,6.736571,6.736571,6.736571,6.736571,1.369237,0
1993-03-09,6.736571,6.736571,6.736571,6.736571,1.369237,0
1993-03-10,6.736571,6.736571,6.736571,6.736571,1.369237,0
1993-03-11,6.736571,6.736571,6.736571,6.736571,1.369237,0
1993-03-12,6.736571,6.736571,6.736571,6.736571,1.369237,0
1993-03-15,6.736571,6.736571,6.736571,6.736571,1.369237,0
1993-03-16,6.736571,6.736571,6.736571,6.736571,1.369237,0
1993-03-17,6.736571,6.736571,6.736571,6.736571,1.369237,0
1993-03-18,6.736571,6.736571,6.736571,6.736571,1.369237,0
1993-03-19,6.736571,6.736571,6.736571,6.736571,1.369237,0
1993-03-22,6.736571,6.736571,6.736571,6.736571,1.369237,0
1993-03-23,6.736571,6.736571,6.736571,6.736571,1.369237,0
1993-03-24,6.736571,6.736571,6.736571,6.736571,1.369237,0
1993-03-25,6.736571,6.736571,6.736571,6.736571,1.369237,0
1993-03-26,6.736571,6.736571,6.736571,6.736571,1.369237,0
1993-03-29,6.736571,6.736571,6.736571,6.736571,1.369237,0
1993-03-30,6.736571,6.736571,6.736571,6.736571,1.369237,0
1993-03-31,null,null,null,null,null,null
1993-04-01,7.807615,7.807615,7.807615,7.807615,1.586931,0
1993-04-02,7.807615,7.807615,7.807615,7.807615,1.628693,0
1993-04-05,7.807615,7.807615,7.807615,7.807615,1.628693,0
1993-04-06,7.807615,7.807615,7.807615,7.807615,1.628693,0
1993-04-07,7.807615,7.807615,7.807615,7.807615,1.628693,0
1993-04-08,7.807615,7.807615,7.807615,7.807615,1.628693,0
1993-04-09,7.807615,7.807615,7.807615,7.807615,1.628693,0
1993-04-12,7.807615,7.807615,7.807615,7.807615,1.628693,0
1993-04-13,7.807615,7.807615,7.807615,7.807615,1.628693,0
1993-04-14,7.807615,7.807615,7.807615,7.807615,1.628693,0
1993-04-15,7.807615,7.807615,7.807615,7.807615,1.628693,0
1993-04-16,7.807615,7.807615,7.807615,7.807615,1.628693,0
1993-04-19,7.807615,7.807615,7.807615,7.807615,1.628693,0
1993-04-20,7.807615,7.807615,7.807615,7.807615,1.628693,0
1993-04-21,7.807615,7.807615,7.807615,7.807615,1.628693,0
1993-04-22,7.807615,7.807615,7.807615,7.807615,1.628693,0
1993-04-23,7.807615,7.807615,7.807615,7.807615,1.628693,0
1993-04-26,7.807615,7.807615,7.807615,7.807615,1.628693,0
1993-04-27,7.807615,7.807615,7.807615,7.807615,1.628693,0
1993-04-28,7.807615,7.807615,7.807615,7.807615,1.628693,0
1993-04-29,7.807615,7.807615,7.807615,7.807615,1.628693,0
1993-04-30,null,null,null,null,null,null
1993-05-03,8.187986,8.187986,8.187986,8.187986,1.708040,0
1993-05-04,8.187986,8.187986,8.187986,8.187986,1.708040,0
1993-05-05,8.187986,8.187986,8.187986,8.187986,1.708040,0
1993-05-06,8.187986,8.187986,8.187986,8.187986,1.708040,0
